id,cause_of_death,region_origin,affected_nationality,missing,dead,incident_region,date,source,reliability,lat,lon
161546,,,Uknown,,1,Mediterranean,10/03/2017,IOMLybia,Verified,32.80742415,12.50878272
161547,Sickness_and_lack_of_access_to_medicines Vehicle_Accident,Horn of Africa,,,3,North Africa,06/01/2017,Regional Mixed Migration Secretariat,Partially Verified,17.7687067,33.69604622
161548,Sickness_and_lack_of_access_to_medicines Excessive_physical_abuse Sexual_abuse,,,,2,North Africa,06/01/2017,Regional Mixed Migration Secretariat,Partially Verified,17.70952724,33.97732029
161549,Starvation Excessive_physical_abuse,Horn of Africa,,,3,North Africa,12/01/2017,Regional Mixed Migration Secretariat,Partially Verified,17.69610693,34.06748712
161550,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Suffocation,Horn of Africa,,,4,North Africa,12/01/2017,Regional Mixed Migration Secretariat,Partially Verified,18.08568494,33.25615821
161946,Vehicle_Accident,Horn of Africa,,,2,North Africa,12/01/2017,Regional Mixed Migration Secretariat,Partially Verified,26.14755578,32.73252589
161947,Excessive_physical_abuse,Horn of Africa,,,2,North Africa,15/11/2016,Regional Mixed Migration Secretariat,Partially Verified,15.5633258,32.50098367
161949,Excessive_physical_abuse,Horn of Africa,,,4,North Africa,15/11/2016,Regional Mixed Migration Secretariat,Partially Verified,18.3637673,27.81234406
161950,Sickness_and_lack_of_access_to_medicines Vehicle_Accident,Horn of Africa,,,2,North Africa,15/11/2016,Regional Mixed Migration Secretariat,Partially Verified,24.0931876,32.90390061
161951,Shot_or_Stabbed,Horn of Africa,,,2,Horn of Africa,16/11/2016,Regional Mixed Migration Secretariat,Partially Verified,15.18831528,37.037485
161952,Excessive_physical_abuse,Horn of Africa,,,1,North Africa,16/11/2016,Regional Mixed Migration Secretariat,Partially Verified,14.0986171,33.22614732
161953,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,,,1,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,15.8441217,32.58386522
161954,Sickness_and_lack_of_access_to_medicines,Horn of Africa,,,1,Horn of Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,9.552560193,44.0598875
161955,Sexual_abuse,Horn of Africa,,,1,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,14.09671699,33.22528901
161957,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa,,,3,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,17.70290838,33.98281345
161958,Vehicle_Accident,North Africa,,,3,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,17.70233193,33.98384342
161959,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse,Horn of Africa,,,2,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,19.15724267,30.41882166
161960,Shot_or_Stabbed,Horn of Africa,,,1,Horn of Africa,18/11/2016,Regional Mixed Migration Secretariat,Partially Verified,14.54568848,39.40012689
161962,Dehydration Harsh_weather_lack_of_adequate_shelter,Horn of Africa,,,1,Horn of Africa,18/11/2016,Regional Mixed Migration Secretariat,Partially Verified,17.44871395,38.63282319
161963,Sickness_and_lack_of_access_to_medicines,Horn of Africa,,,1,North Africa,18/11/2016,Regional Mixed Migration Secretariat,Partially Verified,15.55107171,32.70320077
161964,Vehicle_Accident,Horn of Africa,,,1,North Africa,18/11/2016,Regional Mixed Migration Secretariat,Partially Verified,24.09162758,32.90570305
161965,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,1,North Africa,19/11/2016,Regional Mixed Migration Secretariat,Partially Verified,13.1376118,33.92765188
161966,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,2,North Africa,19/11/2016,Regional Mixed Migration Secretariat,Partially Verified,24.05638836,32.89549985
161967,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,,,1,Horn of Africa,20/11/2016,Regional Mixed Migration Secretariat,Partially Verified,11.79797422,42.87807523
161968,Vehicle_Accident,Horn of Africa,,,2,North Africa,19/11/2016,Regional Mixed Migration Secretariat,Partially Verified,15.55139252,32.52717226
161969,Dehydration,Horn of Africa,,,1,North Africa,20/11/2016,Regional Mixed Migration Secretariat,Partially Verified,25.77452111,19.64833176
161970,Sickness_and_lack_of_access_to_medicines,Horn of Africa,,,1,North Africa,20/11/2016,Regional Mixed Migration Secretariat,Partially Verified,19.37009772,27.19710968
161971,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse,Horn of Africa,,,5,North Africa,02/12/2016,Regional Mixed Migration Secretariat,Partially Verified,24.09474055,32.90158318
161972,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,1,North Africa,07/12/2016,Regional Mixed Migration Secretariat,Partially Verified,16.67883059,33.43036079
161974,Sickness_and_lack_of_access_to_medicines Vehicle_Accident,Horn of Africa,,,6,North Africa,07/12/2016,Regional Mixed Migration Secretariat,Partially Verified,21.91829008,31.98966343
161975,Sickness_and_lack_of_access_to_medicines,Horn of Africa,,,1,North Africa,09/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.44119387,36.3926359
161976,Shot_or_Stabbed,Horn of Africa,,,1,Horn of Africa,10/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.20203507,36.50568368
161977,Sickness_and_lack_of_access_to_medicines,Horn of Africa,,,1,Horn of Africa,13/12/2016,Regional Mixed Migration Secretariat,Partially Verified,10.43210897,45.01352278
161978,Excessive_physical_abuse,Horn of Africa,,,1,North Africa,13/12/2016,Regional Mixed Migration Secretariat,Partially Verified,14.09767934,33.22507444
161979,Sickness_and_lack_of_access_to_medicines,North Africa,,,1,North Africa,13/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.28776938,33.07223149
161980,Excessive_physical_abuse,Horn of Africa,,,2,North Africa,13/12/2016,Regional Mixed Migration Secretariat,Partially Verified,18.0304508,33.98260019
161981,Shot_or_Stabbed,Horn of Africa,,,1,Horn of Africa,14/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.19979397,36.54491522
161982,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,,,1,Horn of Africa,14/12/2016,Regional Mixed Migration Secretariat,Partially Verified,9.34072301,42.79638181
161983,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,5,North Africa,15/12/2016,Regional Mixed Migration Secretariat,Partially Verified,22.21659722,32.53019379
161984,Sickness_and_lack_of_access_to_medicines Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,2,North Africa,15/12/2016,Regional Mixed Migration Secretariat,Partially Verified,22.3745078,32.24090746
161985,Sickness_and_lack_of_access_to_medicines,Horn of Africa,,,1,North Africa,15/12/2016,Regional Mixed Migration Secretariat,Partially Verified,3.936629974,41.86700975
161986,Vehicle_Accident,Horn of Africa,,,1,North Africa,16/12/2016,Regional Mixed Migration Secretariat,Partially Verified,25.5646807,31.80082105
161987,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa,,,1,Horn of Africa,16/12/2016,Regional Mixed Migration Secretariat,Partially Verified,9.588235894,41.8640904
161988,Starvation,Horn of Africa,,,20,North Africa,17/12/2016,Regional Mixed Migration Secretariat,Partially Verified,30.09959604,13.96755217
161989,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,,,1,Horn of Africa,17/12/2016,Regional Mixed Migration Secretariat,Partially Verified,8.416666425,48.48329913
161990,Excessive_physical_abuse,Horn of Africa,,,1,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,14.09885893,33.22477403
161991,Shot_or_Stabbed,Horn of Africa,,,2,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,19.39245478,31.3818445
161992,Vehicle_Accident,Horn of Africa,,,2,Horn of Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,12.55,37.4256
161993,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,,,5,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,20.77606786,32.06888893
161994,Sickness_and_lack_of_access_to_medicines,Horn of Africa,,,1,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,14.09778753,33.2257791
161995,Sickness_and_lack_of_access_to_medicines Starvation Suffocation Excessive_physical_abuse,Horn of Africa,,,4,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,24.09317989,32.89928156
161996,Harsh_weather_lack_of_adequate_shelter,,,,3,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,17.69957883,33.98616085
161997,Harsh_weather_lack_of_adequate_shelter,Horn of Africa,,,3,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.53259494,32.52741952
161998,Vehicle_Accident,Horn of Africa,,,2,North Africa,19/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.53988859,32.53806253
161999,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa,,,12,Sub-Saharan Africa,19/12/2016,Regional Mixed Migration Secretariat,Partially Verified,-25.88116934,32.82749901
162000,Sickness_and_lack_of_access_to_medicines Vehicle_Accident,Horn of Africa,,,6,North Africa,19/12/2016,Regional Mixed Migration Secretariat,Partially Verified,17.74862705,34.00180693
162001,Sickness_and_lack_of_access_to_medicines,Horn of Africa,,,1,Horn of Africa,25/12/2016,Regional Mixed Migration Secretariat,Partially Verified,0.583742454,42.06414373
162002,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,2,North Africa,07/12/2016,Regional Mixed Migration Secretariat,Partially Verified,19.58997877,33.25753209
162003,Sickness_and_lack_of_access_to_medicines,Horn of Africa,,,1,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,24.09905613,32.90518807
162346,Excessive_physical_abuse,Horn of Africa,,,3,North Africa,15/11/2016,Regional Mixed Migration Secretariat,Partially Verified,14.39522251,33.52082499
162348,Excessive_physical_abuse,Horn of Africa,,,2,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,14.09766186,33.22816435
162349,Vehicle_Accident,Horn of Africa,,,2,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,13.94846531,35.35258179
162350,Sickness_and_lack_of_access_to_medicines Excessive_physical_abuse,Horn of Africa,,,2,Horn of Africa,19/11/2016,Regional Mixed Migration Secretariat,Partially Verified,9.353546319,42.8049001
162351,Vehicle_Accident,Horn of Africa,,,5,North Africa,19/11/2016,Regional Mixed Migration Secretariat,Partially Verified,19.53597951,33.29964878
162352,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa,,,1,North Africa,19/11/2016,Regional Mixed Migration Secretariat,Partially Verified,-3.399744139,36.60837138
162353,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse,Horn of Africa,,,1,North Africa,21/11/2016,Regional Mixed Migration Secretariat,Partially Verified,32.79269331,12.48773661
162354,Shot_or_Stabbed,North Africa,,,1,Horn of Africa,26/11/2016,Regional Mixed Migration Secretariat,Partially Verified,-0.34996581,42.55590074
162355,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,,,1,Horn of Africa,26/11/2016,Regional Mixed Migration Secretariat,Partially Verified,3.789839658,42.55364271
162356,Excessive_physical_abuse,Horn of Africa,,,4,Horn of Africa,03/12/2016,Regional Mixed Migration Secretariat,Partially Verified,14.79622665,42.95778839
162357,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,1,North Africa,07/12/2016,Regional Mixed Migration Secretariat,Partially Verified,13.14505737,33.92009878
162358,Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa,,,2,North Africa,13/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.40516559,32.78334658
162359,Sickness_and_lack_of_access_to_medicines Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,1,North Africa,15/12/2016,Regional Mixed Migration Secretariat,Partially Verified,19.53232002,33.31664326
162746,Shot_or_Stabbed,Horn of Africa,,,1,North Africa,16/12/2016,Regional Mixed Migration Secretariat,Partially Verified,17.65377729,33.99562712
162747,Suffocation Excessive_physical_abuse,Horn of Africa,,,4,Sub-Saharan Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,-9.30390051,32.76726551
162748,Sickness_and_lack_of_access_to_medicines Dehydration Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,5,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,20.8834463,31.30195728
162749,Sickness_and_lack_of_access_to_medicines Excessive_physical_abuse,Horn of Africa,,,1,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,24.09628409,32.90475891
162750,Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,2,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,14.10583493,35.36043637
162751,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa,,,1,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,24.09028849,32.90750549
162752,Harsh_weather_lack_of_adequate_shelter,Horn of Africa,,,2,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,14.04493335,35.27155735
162753,Harsh_weather_lack_of_adequate_shelter,,,,1,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,21.76596205,31.2826497
162754,"Tekeze River, near Himora, Ethiopia",Horn of Africa,,,1,North Africa,19/12/2016,Regional Mixed Migration Secretariat,Partially Verified,14.29567286,36.68393967
162755,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse,Horn of Africa,,,2,North Africa,19/12/2016,Regional Mixed Migration Secretariat,Partially Verified,17.70045129,33.98616085
162756,Starvation Dehydration,Horn of Africa,,,2,North Africa,19/12/2016,Regional Mixed Migration Secretariat,Partially Verified,24.17872723,23.31395911
162757,Suffocation Vehicle_Accident,Horn of Africa,,,3,North Africa,19/12/2016,Regional Mixed Migration Secretariat,Partially Verified,17.73132563,33.97929439
162758,Vehicle_Accident,Horn of Africa,,,2,North Africa,19/11/2016,Regional Mixed Migration Secretariat,Partially Verified,17.73567522,33.98465292
162759,Sickness_and_lack_of_access_to_medicines Suffocation Vehicle_Accident,Horn of Africa,,,3,North Africa,20/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.5944125,32.53737588
162760,Starvation Dehydration Other,Horn of Africa,,,1,Horn of Africa,20/12/2016,Regional Mixed Migration Secretariat,Partially Verified,11.31027865,42.92943747
162761,Sickness_and_lack_of_access_to_medicines,Horn of Africa,,,6,Horn of Africa,24/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.43802643,39.62027266
162762,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Shot_or_Stabbed,Horn of Africa,,,2,North Africa,30/12/2016,Regional Mixed Migration Secretariat,Partially Verified,31.74446409,13.99872354
162763,Vehicle_Accident,,,,2,North Africa,19/12/2016,Regional Mixed Migration Secretariat,Partially Verified,17.71180924,33.98616085
163146,Sickness_and_lack_of_access_to_medicines,Horn of Africa,,,1,North Africa,13/01/2017,Regional Mixed Migration Secretariat,Partially Verified,14.09973092,33.22503153
163147,Shot_or_Stabbed,Horn of Africa,,,2,Horn of Africa,13/01/2017,Regional Mixed Migration Secretariat,Partially Verified,14.78138763,39.25666989
163148,Vehicle_Accident,Horn of Africa,,,1,North Africa,13/01/2017,Regional Mixed Migration Secretariat,Partially Verified,18.02157711,33.98298936
163149,Vehicle_Accident,Horn of Africa,,,1,North Africa,13/01/2017,Regional Mixed Migration Secretariat,Partially Verified,20.15193607,30.94530145
163150,Harsh_weather_lack_of_adequate_shelter Vehicle_Accident,Horn of Africa,,,3,North Africa,15/01/2017,Regional Mixed Migration Secretariat,Partially Verified,14.06598658,35.22008737
163151,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,3,North Africa,15/01/2017,Regional Mixed Migration Secretariat,Partially Verified,24.096545,32.90681885
