L101,L102,L103,L104,L106,L107,L108,DAY,TIME
73.625,19.095,24.41,100,52.17,9.84,43.51,11,3076
41.54,28.94,25.79,97.05,31.895,9.845,26.775,11,3077
65.95,18.505,28.94,94.69,49.415,22.245,28.35,11,3078
31.89,14.765,28.15,78.35,30.515,31.3,35.83,11,3079
42.13,13.98,22.045,59.845,47.84,29.925,41.93,11,3080
65.755,12.6,28.545,55.91,32.875,40.755,26.575,11,3081
64.57,13.385,47.445,54.73,44.49,56.11,70.285,11,3082
84.65,14.37,64.18,60.24,26.975,11.22,71.66,11,3083
82.09,17.32,64.375,66.74,37.205,14.565,64.97,11,3084
49.61,13.585,65.95,88.98,72.445,6.5,57.68,11,3085
91.54,15.355,68.51,98.035,82.29,9.25,62.21,11,3086
99.215,13.78,56.89,100,84.455,13.58,18.11,11,3087
72.25,15.945,34.45,95.08,92.33,11.025,11.615,11,3088
63.78,16.34,17.125,100,85.83,7.085,28.155,11,3089
75.595,22.045,21.065,100,84.65,9.255,35.435,11,3090
94.49,32.09,20.865,100,72.45,14.57,35.825,11,3091
53.35,18.7,37.405,100,74.415,6.105,23.825,11,3092
70.675,17.915,32.285,100,63.59,9.45,19.095,11,3093
67.13,17.52,24.415,94.295,61.42,14.96,22.84,11,3094
67.325,31.5,57.685,82.685,84.655,15.16,23.035,11,3095
99.805,24.215,51.775,90.165,81.105,10.435,12.795,11,3096
98.625,18.115,18.11,98.825,81.3,76.19,28.94,11,3097
71.265,22.44,36.815,100,62.21,27.56,44.885,11,3098
83.475,67.13,35.83,100,60.435,50.99,24.02,11,3099
70.085,74.02,22.64,100,72.05,15.355,20.275,11,3100
76.575,86.42,46.065,100,91.735,27.365,15.55,11,3101
80.125,29.53,81.11,100,49.415,12.21,36.42,11,3102
83.475,21.46,81.11,100,30.905,11.615,24.02,11,3103
63.39,55.71,93.315,100,27.17,9.25,38.39,11,3104
89.97,31.3,26.38,100,42.33,13.975,66.735,11,3105
50.2,26.18,31.7,100,46.66,19.685,68.115,11,3106
64.77,20.08,15.16,100,65.755,39.57,74.22,11,3107
77.96,24.61,23.62,100,60.44,9.055,70.475,11,3108
63.785,48.625,25.595,100,56.11,9.845,67.525,11,3109
83.075,70.275,33.27,100,27.755,10.825,50.4,11,3110
77.96,99.805,58.86,100,21.455,11.22,54.53,11,3111
59.65,100,24.61,100,22.245,18.705,69.49,11,3112
89.77,100,24.805,100,37.995,16.34,64.375,11,3113
81.505,95.08,72.445,100,44.495,22.05,64.175,11,3114
71.07,99.025,54.535,100,22.44,32.29,71.855,11,3115
65.755,100,24.41,100,30.315,23.23,73.825,11,3116
60.24,93.315,77.765,100,24.605,13.19,63.59,11,3117
53.545,99.215,79.535,100,33.27,30.315,64.375,11,3118
81.7,81.7,14.17,100,25.2,47.245,38.385,11,3119
67.915,71.86,22.25,100,41.145,22.64,17.52,11,3120
92.72,30.51,22.64,100,30.91,17.715,15.555,11,3121
62.8,18.11,39.57,100,22.64,26.97,39.175,11,3122
88,22.835,52.955,100,26.58,20.67,41.935,11,3123
63.98,25.2,62.605,100,23.43,39.37,48.625,11,3124
66.54,16.735,56.305,100,21.655,18.31,63.985,11,3125
75.99,16.93,48.825,100,21.655,42.52,73.625,11,3126
58.275,12.4,63.39,88.39,31.5,33.27,74.22,11,3127
87.995,15.55,39.57,67.525,21.065,25.985,67.915,11,3128
74.415,16.93,54.925,70.87,52.565,30.32,59.845,11,3129
72.84,14.965,47.05,90.36,51.38,36.025,64.965,11,3130
67.725,13.98,34.055,66.145,30.905,38.385,56.7,11,3131
71.855,22.245,58.865,74.615,35.635,13.385,64.77,11,3132
82.68,23.62,54.33,89.175,75.595,19.885,57.88,11,3133
88.585,29.53,56.3,100,64.575,17.125,63.59,11,3134
89.77,28.94,34.845,100,56.895,16.93,62.605,11,3135
65.355,43.115,79.73,100,40.945,16.34,68.9,11,3136
60.835,39.57,89.18,100,25.195,31.3,57.68,11,3137
66.935,29.53,83.475,100,34.45,23.625,56.5,11,3138
67.135,46.46,45.475,100,28.155,18.505,48.23,11,3139
74.215,47.245,18.7,100,23.035,35.045,43.705,11,3140
73.43,41.34,64.77,100,25,37.995,60.835,11,3141
62.21,69.495,51.575,100,42.325,36.615,67.92,11,3142
79.14,94.1,38.585,100,56.105,16.93,41.145,11,3143
62.21,98.23,36.42,100,35.83,10.04,20.475,11,3144
67.92,100,32.875,100,48.425,9.84,9.255,11,3145
69.1,100,26.97,100,55.715,13.385,9.055,11,3146
64.965,93.115,34.255,100,22.05,14.375,22.64,11,3147
72.645,97.05,39.765,100,16.145,9.65,68.905,11,3148
70.085,87.41,53.745,100,30.12,7.285,54.335,11,3149
69.89,94.69,85.44,100,28.94,9.845,47.84,11,3150
20.47,80.91,73.43,100,29.725,12.205,48.43,11,3151
29.92,34.845,68.51,100,36.62,12.205,33.07,11,3152
35.635,33.075,41.345,100,64.57,13.975,32.285,11,3153
22.245,56.3,26.58,100,75.205,9.84,39.375,11,3154
24.605,21.065,53.94,100,80.125,11.615,31.695,11,3155
25.005,14.175,41.145,100,67.525,11.42,31.495,11,3156
24.805,7.875,15.355,50.59,15.55,5.905,9.45,11,3157
31.305,13.19,24.215,85.44,24.015,11.42,17.715,11,3158
51.385,18.505,72.645,89.57,31.5,32.09,48.235,11,3159
63,18.51,79.925,89.375,28.94,54.925,18.895,11,3160
52.365,18.115,75.01,97.445,23.035,59.06,19.095,11,3161
89.765,15.155,88.79,88.59,28.345,61.815,20.87,11,3162
57.68,23.23,84.85,92.915,43.11,44.295,17.125,11,3163
55.125,25.595,64.18,100,91.545,9.845,19.69,11,3164
66.34,38.785,28.155,100,92.915,12.6,13.58,11,3165
72.445,41.93,22.84,100,81.505,12.795,18.11,11,3166
80.125,34.845,24.61,100,47.64,24.805,20.475,11,3167
69.885,31.3,27.56,100,41.345,20.47,36.81,11,3168
69.495,19.885,20.28,100,38.98,9.84,33.465,11,3169
75.4,25,29.73,100,27.955,10.04,18.31,11,3170
71.66,25.395,31.3,100,40.945,11.42,12.99,11,3171
71.66,20.67,26.185,100,39.765,11.615,25,11,3172
79.93,15.75,40.16,100,81.11,13.19,18.305,11,3173
62.605,20.08,18.31,100,60.045,10.63,26.97,11,3174
58.665,30.71,26.97,100,32.68,12.995,16.93,11,3175
55.91,15.945,27.36,100,55.515,8.665,17.52,11,3176
79.73,21.455,28.74,90.755,54.14,15.155,28.545,11,3177
57.685,17.72,44.495,81.5,50.79,25.79,14.96,11,3178
78.75,19.49,58.86,91.145,61.62,34.65,22.44,11,3179
67.13,23.625,43.11,100,57.29,11.22,12.01,11,3180
61.815,19.49,47.445,100,59.255,17.325,12.01,11,3181
63.39,14.565,21.455,100,50.2,31.695,21.855,11,3182
58.47,22.44,51.38,67.525,38.39,38.78,19.095,11,3183
61.425,13.19,25.195,84.26,49.805,31.305,33.27,11,3184
59.255,20.275,31.695,78.55,60.635,50.79,15.555,11,3185
60.83,22.64,28.94,100,52.37,54.135,20.865,11,3186
80.91,15.355,54.535,100,35.435,64.375,10.63,11,3187
64.18,23.035,44.69,100,43.9,30.71,22.44,11,3188
74.22,34.255,20.67,100,45.67,14.565,32.48,11,3189
52.17,71.265,32.48,100,40.36,25.005,15.95,11,3190
54.335,18.9,38.59,100,52.565,28.15,27.17,11,3191
66.74,13.58,44.1,93.705,56.5,19.095,40.355,11,3192
71.855,12.99,75.595,85.045,27.76,17.325,17.915,11,3193
54.335,14.765,39.57,90.555,24.61,19.885,10.435,11,3194
67.325,12.405,27.955,100,20.08,10.63,17.915,11,3195
47.445,21.46,18.305,83.27,26.775,13.385,15.155,11,3196
61.815,10.83,34.455,95.48,59.65,21.655,12.01,11,3197
76.385,17.325,30.715,82.885,41.34,18.31,27.165,11,3198
55.91,13.98,32.285,100,21.46,8.665,38.585,11,3199
66.345,15.155,21.855,100,25.595,12.995,17.915,11,3200
57.285,14.965,37.21,83.27,27.76,9.25,9.45,11,3201
41.93,20.865,22.835,96.655,26.775,12.6,23.82,11,3202
47.05,21.455,68.315,99.415,47.84,9.45,19.095,11,3203
41.735,17.915,28.94,100,56.305,9.65,17.13,11,3204
40.355,17.125,29.53,100,28.745,12.405,9.45,11,3205
53.545,20.08,53.35,100,60.24,20.475,20.475,11,3206
43.905,15.95,13.78,100,44.49,20.67,9.645,11,3207
43.115,13.585,26.58,55.12,16.54,18.505,11.22,11,3208
25.79,23.23,25.395,66.345,29.335,20.475,45.675,11,3209
14.37,20.67,25.985,98.43,54.925,12.8,12.205,11,3210
9.845,17.52,51.38,89.965,49.61,10.825,11.22,11,3211
18.895,32.09,25.59,94.295,37.405,8.665,9.055,11,3212
33.665,56.695,39.765,91.935,38.585,14.57,21.065,11,3213
11.415,25.2,23.62,100,31.3,21.85,13.58,11,3214
10.825,18.505,46.065,98.825,25.595,13.98,21.26,11,3215
15.555,14.57,23.03,100,19.295,12.795,8.07,11,3216
16.145,12.01,39.57,100,25.005,8.27,16.145,11,3217
23.625,24.805,11.22,100,16.14,12.6,17.325,11,3218
18.505,35.435,17.325,100,24.02,12.795,15.75,11,3219
20.87,26.18,50.2,100,37.6,14.175,35.435,11,3220
29.725,38.195,18.11,100,44.885,8.665,16.535,11,3221
20.865,70.87,20.28,100,56.89,7.48,15.16,11,3222
14.765,46.07,24.805,100,21.66,13.19,11.02,11,3223
15.55,97.445,23.82,55.91,22.64,9.65,28.15,11,3224
26.18,99.02,18.895,79.335,37.01,21.455,35.635,11,3225
48.625,100,22.05,66.345,33.27,47.05,9.645,11,3226
45.67,97.445,25.395,66.935,16.535,50.205,22.835,11,3227
14.96,93.31,27.955,88.195,19.885,27.365,40.355,11,3228
9.65,100,29.725,100,45.28,15.75,10.435,11,3229
23.03,100,70.085,93.705,32.09,11.81,16.535,11,3230
21.265,99.805,58.27,82.88,18.305,11.615,26.575,11,3231
30.905,99.415,27.955,83.47,39.37,18.11,21.06,11,3232
16.145,63.195,51.58,97.25,14.765,42.915,32.09,11,3233
18.305,29.335,50.99,86.03,26.38,96.855,20.67,11,3234
15.355,24.805,50,96.655,48.63,92.33,13.39,11,3235
17.52,40.36,11.02,97.445,50.4,96.265,20.87,11,3236
8.07,56.695,28.35,82.885,60.83,80.32,34.45,11,3237
17.13,38.39,51.775,91.145,60.435,71.065,18.305,11,3238
31.695,16.935,49.615,87.21,51.975,63.39,12.205,11,3239
67.72,11.615,40.75,45.675,19.49,78.94,26.775,11,3240
56.895,19.685,13.19,54.73,27.36,45.67,14.965,11,3241
54.135,23.035,70.48,58.865,23.035,18.505,25.2,11,3242
66.935,25.2,53.94,69.1,20.675,16.535,20.865,11,3243
44.49,69.295,31.305,42.525,37.405,15.555,27.17,11,3244
61.025,56.7,46.855,64.18,58.075,16.34,67.13,11,3245
62.405,62.015,24.41,69.3,41.34,90.16,70.28,11,3246
73.435,49.415,14.965,55.515,54.73,53.545,24.61,11,3247
49.61,32.875,26.97,63.98,58.075,29.525,34.255,11,3248
44.685,25.59,66.54,69.295,34.845,37.21,81.305,11,3249
46.26,13.98,14.37,50.4,29.925,10.63,80.91,11,3250
42.125,15.555,30.515,36.81,48.43,10.825,69.3,11,3251
52.56,16.735,34.845,65.555,46.46,5.71,65.56,11,3252
50.395,14.37,16.535,50.205,30.905,6.3,67.13,11,3253
66.145,15.945,16.34,48.235,37.205,13.19,25.59,11,3254
58.275,12.005,28.345,65.355,38.98,13.78,29.135,11,3255
63.39,20.67,39.77,64.375,69.69,13.585,6.495,11,3256
53.355,18.9,30.91,63.785,43.9,13.585,54.135,11,3257
60.045,15.75,61.815,49.02,18.7,13.385,65.75,11,3258
57.68,11.22,34.255,59.06,35.24,14.765,30.91,11,3259
54.925,12.4,40.16,62.605,33.665,14.37,17.32,11,3260
73.63,33.665,13.585,87.01,31.695,6.89,21.655,11,3261
64.57,16.93,26.97,97.445,86.425,13.78,43.705,11,3262
20.275,10.235,26.18,40.755,33.86,3.545,15.945,11,3263
49.22,18.305,50.4,90.555,33.865,9.645,43.115,11,3264
37.01,14.37,41.93,91.15,33.665,10.825,40.36,11,3265
31.495,25.59,23.625,82.68,26.97,19.095,34.65,11,3266
31.5,17.72,26.77,87.605,58.27,12.005,48.625,11,3267
23.43,15.555,68.705,90.165,51.385,8.27,19.69,11,3268
18.895,15.16,87.605,51.775,26.575,17.13,25.79,11,3269
32.285,23.425,63.785,70.48,22.44,15.155,29.33,11,3270
22.64,28.94,36.615,89.77,27.76,11.81,10.825,11,3271
18.505,19.885,46.26,79.535,29.73,15.75,18.11,11,3272
35.83,15.75,30.71,77.76,18.305,18.705,14.965,11,3273
23.425,14.57,17.52,81.505,26.575,11.815,17.72,11,3274
11.42,13.975,15.155,66.145,24.215,10.235,23.425,11,3275
15.355,19.885,15.355,70.28,38.195,8.66,19.1,11,3276
12.205,16.735,42.72,95.87,23.43,12.6,27.165,11,3277
35.24,10.83,67.525,61.42,24.215,10.635,15.945,11,3278
16.34,32.29,45.475,49.02,20.865,9.055,27.76,11,3279
13.78,21.265,19.295,89.965,22.44,8.855,25.59,11,3280
14.565,15.75,27.365,92.72,40.355,11.025,23.62,11,3281
43.31,20.67,53.15,88.39,40.95,10.435,26.38,11,3282
30.905,20.08,48.63,72.445,25.985,11.225,28.94,11,3283
20.67,25.595,23.82,96.855,34.25,9.45,24.61,11,3284
44.69,21.26,32.875,99.415,27.17,16.735,30.12,11,3285
57.29,12.205,27.76,95.675,24.61,11.42,22.445,11,3286
38.98,19.095,46.46,94.1,29.53,10.435,22.64,11,3287
32.68,25.005,69.495,95.28,41.935,11.22,21.065,11,3288
27.365,22.835,38.19,95.28,36.815,7.285,9.25,11,3289
34.255,11.615,14.965,100,26.97,11.81,19.49,11,3290
21.85,26.575,41.935,83.275,25.395,15.55,28.545,11,3291
17.915,13.585,13.78,98.825,33.07,11.225,18.31,11,3292
20.865,22.84,32.09,84.455,34.255,11.615,10.04,11,3293
16.14,21.455,39.175,91.34,24.215,8.86,21.26,11,3294
17.325,17.32,16.535,94.69,56.5,10.63,45.085,11,3295
30.51,20.675,34.845,100,37.6,11.415,31.895,11,3296
29.135,11.615,73.825,100,25.99,8.665,18.505,11,3297
37.205,28.35,73.825,76.19,29.33,9.84,27.56,11,3298
16.93,35.435,49.81,100,31.105,10.63,26.58,11,3299
47.25,29.14,45.87,100,18.895,13.585,14.17,11,3300
68.905,18.9,41.735,100,24.41,8.665,20.275,11,3301
59.255,13.39,49.215,98.825,25.595,10.24,32.285,11,3302
53.35,19.69,15.55,55.91,20.675,10.825,62.21,11,3303
72.055,31.895,36.42,65.165,21.655,12.995,45.28,11,3304
55.715,21.46,23.625,79.93,22.445,30.515,45.28,11,3305
59.65,23.23,31.3,91.345,29.135,33.66,39.375,11,3306
61.815,41.345,17.72,96.065,25.79,15.75,33.865,11,3307
47.64,26.38,49.415,99.215,26.775,15.945,12.6,11,3308
42.72,12.005,24.805,98.625,31.105,9.645,22.64,11,3309
39.57,16.935,38.39,97.05,22.835,16.735,8.07,11,3310
38.39,24.215,22.245,82.29,14.765,18.505,16.145,11,3311
20.08,16.93,11.615,42.72,20.475,27.56,23.425,11,3312
18.115,16.14,27.365,72.055,26.97,24.02,12.795,11,3313
16.54,11.81,26.18,50.59,21.655,40.36,12.205,11,3314
12.995,12.8,24.805,49.415,30.71,27.755,25.985,11,3315
18.31,12.795,45.87,45.085,18.505,15.16,15.16,11,3316
12.995,14.57,12.99,67.33,16.535,8.465,8.27,11,3317
16.14,12.205,42.915,59.455,25.2,10.435,9.845,11,3318
14.96,9.645,35.83,35.04,16.93,14.565,11.42,11,3319
21.065,9.055,32.48,38.785,16.145,14.96,13.385,11,3320
41.345,18.705,12.6,58.275,14.37,6.89,9.055,11,3321
34.45,11.815,23.625,64.375,22.835,9.45,15.945,11,3322
11.815,12.795,17.52,42.33,18.705,10.235,8.66,11,3323
13.19,13.19,24.02,66.935,19.49,9.255,9.645,11,3324
13.39,10.63,12.595,51.97,22.045,11.42,12.4,11,3325
23.82,9.645,27.365,41.34,18.705,16.93,21.065,11,3326
12.01,58.27,37.405,32.68,20.67,7.875,11.22,11,3327
15.155,96.065,25.2,51.78,17.13,5.905,32.68,11,3328
10.04,67.92,15.55,88.59,19.49,9.65,13.39,11,3329
15.745,37.795,24.215,57.485,16.73,11.025,6.105,11,3330
13.19,18.305,17.125,34.255,12.205,8.27,7.875,11,3331
15.75,13.39,7.48,49.805,19.095,7.285,10.235,11,3332
7.68,16.34,16.535,57.88,15.555,7.87,8.86,11,3333
7.875,15.555,18.305,48.625,12.995,12.99,9.055,11,3334
8.66,14.17,11.81,50.59,16.14,10.63,15.355,11,3335
12.205,10.04,19.095,32.285,16.34,8.265,18.11,11,3336
9.845,10.83,21.065,35.04,17.125,9.055,12.6,11,3337
17.72,12.6,19.49,36.81,25.595,6.3,17.525,11,3338
11.22,15.945,28.74,49.61,18.505,7.285,12.995,11,3339
11.81,15.55,26.975,35.045,19.1,13.385,12.6,11,3340
17.13,9.84,25.79,34.255,15.95,8.86,19.1,11,3341
12.595,14.175,12.795,34.055,17.915,5.315,19.49,11,3342
13.975,12.595,60.635,29.53,16.34,11.22,12.205,11,3343
9.845,14.965,74.81,26.97,22.44,10.235,8.465,11,3344
10.04,19.885,16.535,33.27,15.16,5.315,7.48,11,3345
8.465,10.63,28.545,47.445,16.14,9.45,10.04,11,3346
9.845,9.055,9.45,39.765,15.75,9.84,9.25,11,3347
9.445,9.055,19.29,23.625,19.49,7.875,8.465,11,3348
9.055,11.615,28.94,33.66,13.585,6.695,6.69,11,3349
9.845,13.385,10.435,41.93,15.355,5.705,7.875,11,3350
10.435,10.435,11.025,37.995,13.98,12.8,7.875,11,3351
7.48,11.615,20.28,32.09,16.145,7.09,9.055,11,3352
12.405,9.845,10.04,24.41,9.45,7.48,6.495,11,3353
11.025,17.125,6.69,30.515,10.63,6.5,7.085,11,3354
7.09,15.75,15.16,35.235,16.735,8.86,13.78,11,3355
10.825,14.37,21.85,29.135,22.835,9.445,16.93,11,3356
13.385,12.205,11.81,32.48,19.885,9.645,8.465,11,3357
9.055,9.45,19.685,28.35,13.385,18.115,10.435,11,3358
12.405,13.385,10.825,30.12,18.505,13.39,6.1,11,3359
6.89,11.025,15.16,28.94,11.615,9.845,8.66,11,3360
6.695,12.995,12.405,32.68,15.55,8.265,7.48,12,3361
9.055,8.86,52.365,29.53,15.16,7.085,15.945,12,3362
10.825,9.845,34.055,28.745,15.55,10.04,26.38,12,3363
11.42,7.875,9.055,26.58,13.585,7.875,4.135,12,3364
8.075,10.04,24.61,29.725,12.405,7.87,13.585,12,3365
5.51,9.055,14.765,44.885,18.11,6.1,5.905,12,3366
7.675,12.01,8.665,26.38,10.04,11.815,5.905,12,3367
8.66,8.265,9.255,27.955,13.78,8.465,5.115,12,3368
9.055,8.265,7.675,24.215,20.675,6.69,6.89,12,3369
12.795,8.66,9.45,23.035,12.205,5.315,23.425,12,3370
6.105,21.065,8.07,22.245,11.42,6.1,24.41,12,3371
5.315,6.695,14.965,18.9,19.1,5.51,27.365,12,3372
12.01,8.07,12.795,23.82,15.155,5.315,8.265,12,3373
8.86,7.675,13.98,22.05,13.58,5.905,6.1,12,3374
8.07,8.66,8.27,20.67,12.005,8.07,16.93,12,3375
7.675,7.875,11.025,19.685,18.305,4.725,4.135,12,3376
9.45,8.465,9.055,25.985,10.435,4.925,5.705,12,3377
2.955,3.15,5.12,11.42,6.89,4.135,2.755,12,3378
8.465,7.09,8.07,20.67,14.565,4.92,4.72,12,3379
7.68,8.27,7.285,22.64,12.6,5.905,5.115,12,3380
6.3,5.12,5.91,18.11,11.22,4.33,5.905,12,3381
7.87,5.705,10.63,13.19,11.42,4.525,5.51,12,3382
4.525,7.285,5.71,19.095,9.845,5.12,5.905,12,3383
7.09,6.695,6.1,21.655,9.445,4.725,6.495,12,3384
6.495,6.105,21.46,14.965,11.025,3.15,4.725,12,3385
9.255,8.465,6.69,18.31,9.645,5.91,6.3,12,3386
7.085,6.495,18.7,15.75,11.615,4.13,5.515,12,3387
5.515,7.085,10.435,27.955,9.645,5.515,4.135,12,3388
7.285,8.86,5.315,20.275,8.86,4.135,4.33,12,3389
5.905,4.33,8.665,16.735,8.265,5.12,4.53,12,3390
4.135,6.89,4.92,15.355,7.485,5.705,4.53,12,3391
4.725,5.71,6.69,18.9,8.665,4.525,3.345,12,3392
4.135,6.89,3.935,11.615,7.085,4.33,2.165,12,3393
2.56,5.51,6.69,17.325,8.075,5.71,3.74,12,3394
3.15,5.71,7.875,17.13,8.27,4.53,2.36,12,3395
5.71,3.74,3.935,12.405,10.43,2.755,2.36,12,3396
2.955,4.33,4.725,16.145,9.45,2.955,3.15,12,3397
3.345,3.74,4.725,13.19,7.875,2.95,3.74,12,3398
2.95,3.345,4.135,13.98,8.265,3.345,4.135,12,3399
3.35,5.705,4.725,13.98,7.28,3.35,2.365,12,3400
3.15,5.315,3.145,14.565,5.905,2.955,2.165,12,3401
3.35,3.54,4.33,10.435,6.69,3.15,3.15,12,3402
3.74,2.365,4.13,8.66,6.5,2.76,1.375,12,3403
2.95,3.54,9.845,12.21,5.115,1.77,2.95,12,3404
2.365,3.74,17.325,11.42,5.905,3.15,2.36,12,3405
3.15,5.51,3.74,15.945,8.075,3.74,1.77,12,3406
2.555,4.725,2.755,16.535,5.705,3.545,2.955,12,3407
2.555,4.725,3.54,12.4,5.515,2.555,2.56,12,3408
1.97,2.95,1.97,7.285,4.135,1.77,1.575,12,3409
2.365,3.54,3.15,11.025,5.71,1.38,2.165,12,3410
2.755,3.74,6.105,12.4,7.48,2.56,2.76,12,3411
2.365,4.92,5.515,12.995,8.07,3.345,2.955,12,3412
2.56,3.35,3.935,12.205,5.51,3.345,2.56,12,3413
2.56,4.525,2.95,14.57,3.935,3.15,2.56,12,3414
2.36,2.755,4.33,11.415,5.315,2.755,2.56,12,3415
1.77,3.345,2.95,10.43,5.71,2.555,3.74,12,3416
2.365,2.365,10.435,10.435,5.91,3.74,2.555,12,3417
2.36,2.165,47.25,6.295,4.525,1.575,2.165,12,3418
1.77,3.74,47.445,9.645,4.33,2.165,2.365,12,3419
1.965,2.165,41.345,6.69,4.53,1.18,1.18,12,3420
2.165,2.56,2.56,9.055,3.935,2.76,2.36,12,3421
1.97,2.56,2.165,6.105,5.71,1.57,2.56,12,3422
2.36,2.365,3.345,6.695,6.105,1.77,1.97,12,3423
2.165,3.935,2.36,11.81,3.74,2.95,1.375,12,3424
1.77,1.575,1.965,10.04,2.955,1.77,1.575,12,3425
1.57,3.935,2.955,13.585,4.135,2.165,1.18,12,3426
1.57,2.165,1.77,10.24,4.92,2.95,1.38,12,3427
2.755,2.365,3.545,5.905,4.135,2.76,1.575,12,3428
1.18,2.165,2.165,6.495,4.525,1.77,0.985,12,3429
1.18,1.97,2.165,6.89,3.54,0.98,1.575,12,3430
2.165,2.95,1.77,10.63,3.74,1.965,1.97,12,3431
1.375,1.77,1.57,5.12,2.95,2.165,0.985,12,3432
1.375,1.77,1.575,8.465,2.955,1.57,2.56,12,3433
1.375,2.95,2.555,10.24,4.33,1.375,0.985,12,3434
2.95,1.965,0.985,7.09,1.77,2.165,1.18,12,3435
1.965,1.77,1.77,5.315,2.76,1.575,1.575,12,3436
1.18,2.36,1.97,9.45,5.71,2.165,1.97,12,3437
1.965,2.165,5.315,7.285,5.115,1.575,2.56,12,3438
2.365,3.345,1.97,10.04,4.135,1.965,1.97,12,3439
1.77,2.365,2.56,12.205,4.13,1.575,1.77,12,3440
1.97,2.95,2.755,10.435,3.345,2.36,2.165,12,3441
0.985,2.165,1.97,10.24,5.115,1.18,0.195,12,3442
1.38,1.57,3.74,7.875,2.955,2.365,1.375,12,3443
2.165,2.56,1.965,7.485,2.56,1.575,0.79,12,3444
1.18,1.77,1.575,5.51,2.165,1.18,1.18,12,3445
1.38,2.365,2.755,7.675,3.74,1.18,1.57,12,3446
1.965,1.575,4.135,7.09,3.15,1.375,1.375,12,3447
0.985,2.165,1.965,8.27,2.95,1.57,0.79,12,3448
1.38,1.97,1.77,7.285,2.955,0.79,2.755,12,3449
1.97,1.77,2.95,6.1,3.935,1.77,1.575,12,3450
0.985,1.57,1.375,8.075,4.33,1.18,1.575,12,3451
1.38,3.35,1.965,8.665,3.545,1.57,1.375,12,3452
1.575,2.56,2.755,6.89,3.935,2.165,1.38,12,3453
1.575,1.77,2.755,6.69,3.935,0.59,1.775,12,3454
1.77,2.365,3.94,5.71,7.48,1.965,2.165,12,3455
3.15,3.54,2.95,9.055,5.315,1.77,2.56,12,3456
2.56,3.15,2.56,10.825,5.71,2.755,1.97,12,3457
1.375,2.165,1.77,5.315,1.965,1.57,0.79,12,3458
1.18,5.315,2.555,13.78,3.74,1.38,1.18,12,3459
1.575,2.955,3.15,13.585,3.345,1.575,1.575,12,3460
1.57,3.35,2.165,11.81,4.92,2.36,1.77,12,3461
1.77,5.71,3.935,18.11,3.935,2.955,2.95,12,3462
2.95,4.725,3.15,13.585,7.09,2.95,2.365,12,3463
2.76,5.905,2.36,22.05,6.495,3.15,2.955,12,3464
2.755,3.15,3.54,10.24,6.69,3.35,3.74,12,3465
3.545,5.51,4.925,17.32,8.86,2.56,3.15,12,3466
3.545,3.15,3.345,11.025,9.055,3.545,4.525,12,3467
2.755,4.135,6.695,11.42,6.89,3.345,5.71,12,3468
5.315,4.33,5.51,18.31,10.63,2.56,4.135,12,3469
2.36,8.465,2.56,26.38,4.92,4.335,2.56,12,3470
3.94,6.3,6.3,23.82,11.22,4.725,6.3,12,3471
5.51,6.3,6.89,23.82,10.435,4.53,4.72,12,3472
4.135,5.315,5.905,15.945,12.995,4.135,4.925,12,3473
5.71,7.875,6.3,24.805,11.22,4.33,6.295,12,3474
4.33,4.525,7.875,15.75,13.58,4.725,6.69,12,3475
5.71,8.07,9.45,22.44,17.525,3.74,7.285,12,3476
5.91,6.495,6.495,28.155,13.58,5.12,8.465,12,3477
5.12,9.84,9.45,49.215,17.915,4.725,12.005,12,3478
7.875,9.645,12.4,38.975,15.75,8.465,6.1,12,3479
9.45,8.265,8.86,28.745,16.145,5.51,9.45,12,3480
8.27,12.405,11.22,61.225,14.965,4.92,6.3,12,3481
4.725,8.665,6.1,36.81,12.405,8.27,9.06,12,3482
5.905,14.37,9.645,52.17,22.84,9.055,10.435,12,3483
7.085,12.6,19.49,100,18.9,7.28,6.1,12,3484
9.84,20.67,11.22,100,17.915,8.465,9.84,12,3485
6.105,9.445,11.22,100,15.95,9.055,7.09,12,3486
12.6,11.42,7.875,100,16.34,7.09,15.945,12,3487
5.905,14.175,15.555,100,22.25,8.66,8.855,12,3488
9.45,21.065,12.6,100,21.065,6.695,9.84,12,3489
10.825,38.59,12.01,100,14.37,12.4,17.13,12,3490
9.255,40.555,15.945,100,17.915,13.39,14.765,12,3491
9.645,28.94,25.195,100,32.48,9.65,32.485,12,3492
10.635,44.49,9.645,100,16.73,9.255,10.04,12,3493
9.84,89.375,49.81,100,37.795,8.07,14.57,12,3494
12.99,97.255,42.72,100,27.76,6.495,28.155,12,3495
41.935,100,38.585,100,22.44,9.25,15.555,12,3496
85.44,100,38.19,100,32.48,8.07,13.78,12,3497
96.07,94.49,48.82,100,45.475,7.875,20.67,12,3498
92.13,100,52.76,100,31.3,8.27,11.42,12,3499
80.125,100,42.92,100,30.71,9.65,10.04,12,3500
93.705,100,39.37,100,24.015,8.86,13.19,12,3501
92.725,100,25.79,100,21.85,7.28,25.59,12,3502
77.37,100,31.495,100,28.15,6.495,20.08,12,3503
84.06,100,35.24,100,34.645,10.04,22.05,12,3504
74.415,95.675,43.315,100,61.225,9.845,27.165,12,3505
87.6,100,39.57,100,32.09,10.43,11.81,12,3506
78.745,100,43.31,100,35.045,13.98,32.48,12,3507
